Time,Error
57960,1346.994398
58020,1230.80359
58080,1120.469738
58140,1026.731882
58200,958.718567
58260,923.094286
58320,923.472937
58380,960.108079
58440,1029.804825
58500,1126.075666
58560,1239.648687
58620,1359.364107
58680,1473.353681
58740,1570.322996
58800,1640.755239
58860,1677.886543
58920,1678.350545
58980,1642.444394
59040,1574.020014
59100,1480.042754
59160,1369.880169
59220,1254.390187
59280,1144.879264
59340,1052.011256
59400,984.777698
59460,949.673154
59520,950.183572
59580,986.551127
59640,1055.692754
59700,1151.288066
59760,1264.210097
59820,1383.386385
59880,1496.98324
59940,1593.708752
60000,1664.035758
60060,1701.189946
60120,1701.801255
60180,1666.17258
60240,1598.170569
60300,1504.780616
60360,1395.38743
60420,1280.848357
60480,1172.429188
60540,1080.688854
60600,1014.44289
60660,979.9776
60720,980.626857
60780,1016.621585
60840,1085.014535
60900,1179.690938
60960,1291.708041
61020,1410.110919
61080,1523.11917
61140,1619.452843
61200,1689.578281
61260,1726.711768
61320,1727.479457
61380,1692.189436
61440,1624.722108
61500,1532.080674
61560,1423.661859
61620,1310.311685
61680,1203.235994
61740,1112.859782
61800,1047.787837
61860,1014.067018
61920,1014.861305
61980,1050.390631
62040,1117.861636
62100,1211.396209
62160,1322.270619
62220,1439.67675
62280,1551.907032
62340,1647.704252
62400,1717.533108
62460,1754.602104
62520,1755.533712
62580,1720.640622
62640,1653.815609
62700,1562.076738
62760,1454.826431
62820,1342.887322
62880,1237.385259
62940,1148.583799
63000,1084.847326
63060,1051.95997
63120,1052.904407
63180,1087.889966
63240,1154.289072
63300,1246.483348
63360,1355.997475
63420,1472.197724
63480,1583.46957
63540,1678.590622
63600,1748.029926
63660,1784.990563
63720,1786.091746
63780,1751.650097
63840,1685.568951
63900,1594.877386
63960,1488.97597
64020,1378.650597
64080,1274.92677
64140,1187.881326
64200,1125.614394
64260,1093.63214
64320,1094.730546
64380,1129.108904
64440,1194.311391
64500,1284.99432
64560,1392.954208
64620,1507.75686
64680,1617.90118
64740,1712.212906
64800,1781.172664
64860,1817.981285
64920,1819.255541
64980,1785.315238
65040,1720.071933
65100,1630.560935
65160,1526.172204
65220,1417.640494
65280,1315.870843
65340,1230.730977
65400,1170.039125
65460,1139.01594
65520,1140.270675
65580,1173.993209
65640,1237.90017
65700,1326.929908
65760,1433.167818
65820,1546.401328
65880,1655.2628
65940,1748.640352
66000,1817.034608
66060,1853.648197
66120,1855.096657
66180,1821.702178
66240,1757.381703
66300,1669.171099
66360,1566.439828
66420,1459.856453
66480,1360.186269
66540,1277.068965
66600,1218.029407
66660,1188.002025
66720,1189.413797
66780,1222.445842
66840,1284.983565
66900,1372.247804
66960,1476.623674
67020,1588.138665
67080,1695.577704
67140,1787.906146
67200,1855.654019
67260,1892.03065
67320,1893.651996
67380,1860.841796
67440,1797.51907
67500,1710.713718
67560,1609.76403
67620,1505.257087
67680,1407.80052
67740,1326.790899
67800,1269.454083
67860,1240.443322
67920,1242.011089
67980,1274.330381
68040,1335.448328
68100,1420.863058
68160,1523.264397
68220,1632.934462
68280,1738.828373
68340,1830.003738
68400,1897.030209
68460,1933.129481
68520,1934.919996
68580,1902.726229
68640,1840.465595
68700,1755.154912
68760,1656.090055
68820,1553.761567
68880,1458.603345
68940,1379.757588
69000,1324.150528
69060,1296.163511
69120,1297.884475
69180,1329.478783
69240,1389.145936
69300,1472.651858
69360,1572.991145
69420,1680.711325
69480,1784.953541
69540,1874.882517
69600,1941.118334
69660,1976.901413
69720,1978.85526
69780,1947.304406
69840,1886.16081
69900,1802.420789
69960,1705.326434
70020,1605.257307
70080,1512.459408
70140,1435.812558
70200,1381.946092
70260,1354.980898
70320,1356.850755
70380,1387.713355
70440,1445.909988
70500,1527.462467
70560,1625.66696
70620,1731.344444
70680,1833.836633
70740,1922.430276
70800,1987.807581
70860,2023.235216
70920,2025.345455
70980,1994.463266
71040,1934.492285
71100,1852.401884
71160,1757.370049
71220,1659.652049
71280,1569.292682
71340,1494.900788
71400,1442.808081
71460,1416.879174
71520,1418.894598
71580,1448.995144
71640,1505.644919
71700,1585.098214
71700,1585.098214
71760,1559.557581
71820,1522.59299
71880,1489.540163
71940,1461.496804
72000,1432.854116
72060,1401.69853
72120,1372.197485
72180,1350.321821
72240,1339.689408
72300,1340.934575
72360,1353.18161
72420,1375.278028
72480,1405.917846
72540,1443.092144
72600,1483.682167
72660,1523.643632
72720,1558.655001
72780,1584.83714
72840,1599.290535
72900,1600.433911
72960,1588.202093
73020,1564.094566
73080,1531.012075
73140,1492.851654
73200,1453.917918
73260,1418.288387
73320,1389.301358
73380,1369.29536
73440,1359.621757
73500,1360.822576
73560,1372.796736
73620,1394.824439
73680,1425.450879
73740,1462.351731
73800,1502.332747
73860,1541.549825
73920,1575.932675
73980,1601.721505
74040,1616.003444
74100,1617.149285
74160,1605.077015
74220,1581.294152
74280,1548.69844
74340,1511.152729
