=== Waypoint List ===
Longitude = 55.955600, Latitude = 36.148319, Altitude = 179.420231m, Distance left = 1537279.045561m, Subpoint 6
Longitude = 56.031643, Latitude = 35.893164, Altitude = 179.448379m, Distance left = 1519278.545906m, Subpoint 7
Longitude = 56.107157, Latitude = 35.637006, Altitude = 179.476500m, Distance left = 1501278.046085m, Subpoint 8
Longitude = 56.182140, Latitude = 35.379844, Altitude = 179.504592m, Distance left = 1483277.546099m, Subpoint 9
Longitude = 56.256586, Latitude = 35.121679, Altitude = 179.532656m, Distance left = 1465277.045949m, Subpoint 10
Longitude = 56.330493, Latitude = 34.862512, Altitude = 179.560692m, Distance left = 1447276.545633m, Subpoint 11
Longitude = 56.403857, Latitude = 34.602342, Altitude = 179.588700m, Distance left = 1429276.045153m, Subpoint 12
Longitude = 56.476674, Latitude = 34.341172, Altitude = 179.616680m, Distance left = 1411275.544509m, Subpoint 13
Longitude = 56.548941, Latitude = 34.079001, Altitude = 179.644632m, Distance left = 1393275.043700m, Subpoint 14
Longitude = 56.620655, Latitude = 33.815831, Altitude = 179.672557m, Distance left = 1375274.542728m, Subpoint 15
Longitude = 56.691811, Latitude = 33.551663, Altitude = 179.700453m, Distance left = 1357274.041592m, Subpoint 16
Longitude = 56.762405, Latitude = 33.286498, Altitude = 179.728321m, Distance left = 1339273.540293m, Subpoint 17
Longitude = 56.832436, Latitude = 33.020339, Altitude = 179.756162m, Distance left = 1321273.038831m, Subpoint 18
Longitude = 56.901897, Latitude = 32.753187, Altitude = 179.783974m, Distance left = 1303272.537206m, Subpoint 19
Longitude = 56.970787, Latitude = 32.485042, Altitude = 179.811759m, Distance left = 1285272.035418m, Subpoint 20
Longitude = 57.039101, Latitude = 32.215909, Altitude = 179.839516m, Distance left = 1267271.533468m, Subpoint 21
Longitude = 57.106836, Latitude = 31.945788, Altitude = 179.867246m, Distance left = 1249271.031356m, Subpoint 22
Longitude = 57.173988, Latitude = 31.674682, Altitude = 179.894947m, Distance left = 1231270.529082m, Subpoint 23
Longitude = 57.240554, Latitude = 31.402593, Altitude = 179.922621m, Distance left = 1213270.026646m, Subpoint 24
Longitude = 57.306530, Latitude = 31.129525, Altitude = 179.950267m, Distance left = 1195269.524049m, Subpoint 25
Longitude = 57.371911, Latitude = 30.855479, Altitude = 179.977886m, Distance left = 1177269.021291m, Subpoint 26
Longitude = 57.436696, Latitude = 30.580459, Altitude = 180.005477m, Distance left = 1159268.518372m, Subpoint 27
Longitude = 57.500880, Latitude = 30.304468, Altitude = 180.033040m, Distance left = 1141268.015293m, Subpoint 28
Longitude = 57.564459, Latitude = 30.027510, Altitude = 180.060576m, Distance left = 1123267.512052m, Subpoint 29
Longitude = 57.627430, Latitude = 29.749587, Altitude = 180.088084m, Distance left = 1105267.008652m, Subpoint 30
Longitude = 57.689789, Latitude = 29.470703, Altitude = 180.115565m, Distance left = 1087266.505092m, Subpoint 31
Longitude = 57.751533, Latitude = 29.190863, Altitude = 180.143018m, Distance left = 1069266.001372m, Subpoint 32
Longitude = 57.812657, Latitude = 28.910070, Altitude = 180.170444m, Distance left = 1051265.497492m, Subpoint 33
Longitude = 57.873160, Latitude = 28.628328, Altitude = 180.197842m, Distance left = 1033264.993454m, Subpoint 34
Longitude = 57.933036, Latitude = 28.345642, Altitude = 180.225213m, Distance left = 1015264.489256m, Subpoint 35
Longitude = 57.992283, Latitude = 28.062017, Altitude = 180.252556m, Distance left = 997263.984899m, Subpoint 36
Longitude = 58.050897, Latitude = 27.777456, Altitude = 180.279873m, Distance left = 979263.480384m, Subpoint 37
Longitude = 58.108874, Latitude = 27.491966, Altitude = 180.307162m, Distance left = 961262.975711m, Subpoint 38
Longitude = 58.166211, Latitude = 27.205550, Altitude = 180.334423m, Distance left = 943262.470880m, Subpoint 39
Longitude = 58.222904, Latitude = 26.918215, Altitude = 180.361658m, Distance left = 925261.965890m, Subpoint 40
Longitude = 58.278950, Latitude = 26.629966, Altitude = 180.388865m, Distance left = 907261.460743m, Subpoint 41
Longitude = 58.334346, Latitude = 26.340808, Altitude = 180.416045m, Distance left = 889260.955439m, Subpoint 42
Longitude = 58.389087, Latitude = 26.050748, Altitude = 180.443198m, Distance left = 871260.449978m, Subpoint 43
Longitude = 58.443171, Latitude = 25.759791, Altitude = 180.470323m, Distance left = 853259.944360m, Subpoint 44
Longitude = 58.496594, Latitude = 25.467944, Altitude = 180.497422m, Distance left = 835259.438585m, Subpoint 45
Longitude = 58.549353, Latitude = 25.175213, Altitude = 180.524493m, Distance left = 817258.932654m, Subpoint 46
Longitude = 58.601444, Latitude = 24.881605, Altitude = 180.551537m, Distance left = 799258.426566m, Subpoint 47
Longitude = 58.652863, Latitude = 24.587127, Altitude = 180.578555m, Distance left = 781257.920323m, Subpoint 48
Longitude = 58.703609, Latitude = 24.291785, Altitude = 180.605545m, Distance left = 763257.413923m, Subpoint 49
Longitude = 58.753677, Latitude = 23.995588, Altitude = 180.632508m, Distance left = 745256.907369m, Subpoint 50
Longitude = 58.803063, Latitude = 23.698541, Altitude = 180.659444m, Distance left = 727256.400659m, Subpoint 51
Longitude = 58.851766, Latitude = 23.400654, Altitude = 180.686354m, Distance left = 709255.893794m, Subpoint 52
Longitude = 58.899781, Latitude = 23.101934, Altitude = 180.713236m, Distance left = 691255.386774m, Subpoint 53
Longitude = 58.947105, Latitude = 22.802388, Altitude = 180.740092m, Distance left = 673254.879600m, Subpoint 54
Longitude = 58.993735, Latitude = 22.502026, Altitude = 180.766920m, Distance left = 655254.372271m, Subpoint 55
Longitude = 59.039668, Latitude = 22.200855, Altitude = 180.793722m, Distance left = 637253.864788m, Subpoint 56
Longitude = 59.084901, Latitude = 21.898884, Altitude = 180.820497m, Distance left = 619253.357151m, Subpoint 57
Longitude = 59.129431, Latitude = 21.596122, Altitude = 180.847246m, Distance left = 601252.849361m, Subpoint 58
Longitude = 59.173254, Latitude = 21.292578, Altitude = 180.873967m, Distance left = 583252.341417m, Subpoint 59
Longitude = 59.216368, Latitude = 20.988262, Altitude = 180.900662m, Distance left = 565251.833320m, Subpoint 60
Longitude = 59.258769, Latitude = 20.683182, Altitude = 180.927330m, Distance left = 547251.325070m, Subpoint 61
Longitude = 59.300455, Latitude = 20.377348, Altitude = 180.953972m, Distance left = 529250.816668m, Subpoint 62
Longitude = 59.341422, Latitude = 20.070770, Altitude = 180.980586m, Distance left = 511250.308112m, Subpoint 63
Longitude = 59.381668, Latitude = 19.763459, Altitude = 181.007175m, Distance left = 493249.799405m, Subpoint 64
Longitude = 59.421190, Latitude = 19.455424, Altitude = 181.033736m, Distance left = 475249.290545m, Subpoint 65
Longitude = 59.459985, Latitude = 19.146675, Altitude = 181.060271m, Distance left = 457248.781534m, Subpoint 66
Longitude = 59.498050, Latitude = 18.837223, Altitude = 181.086780m, Distance left = 439248.272371m, Subpoint 67
Longitude = 59.535383, Latitude = 18.527080, Altitude = 181.113262m, Distance left = 421247.763057m, Subpoint 68
Longitude = 59.571980, Latitude = 18.216255, Altitude = 181.139717m, Distance left = 403247.253591m, Subpoint 69
Longitude = 59.607839, Latitude = 17.904760, Altitude = 181.166147m, Distance left = 385246.743975m, Subpoint 70
Longitude = 59.642958, Latitude = 17.592607, Altitude = 181.192549m, Distance left = 367246.234208m, Subpoint 71
Longitude = 59.677334, Latitude = 17.279807, Altitude = 181.218925m, Distance left = 349245.724290m, Subpoint 72
Longitude = 59.710963, Latitude = 16.966371, Altitude = 181.245275m, Distance left = 331245.214222m, Subpoint 73
Longitude = 59.743845, Latitude = 16.652312, Altitude = 181.271599m, Distance left = 313244.704004m, Subpoint 74
Longitude = 59.775976, Latitude = 16.337641, Altitude = 181.297896m, Distance left = 295244.193637m, Subpoint 75
Longitude = 59.807354, Latitude = 16.022371, Altitude = 181.324167m, Distance left = 277243.683119m, Subpoint 76
Longitude = 59.837976, Latitude = 15.706514, Altitude = 181.350412m, Distance left = 259243.172453m, Subpoint 77
Longitude = 59.867840, Latitude = 15.390083, Altitude = 181.376630m, Distance left = 241242.661637m, Subpoint 78
Longitude = 59.896945, Latitude = 15.073090, Altitude = 181.402822m, Distance left = 223242.150673m, Subpoint 79
Longitude = 59.925287, Latitude = 14.755548, Altitude = 181.428988m, Distance left = 205241.639559m, Subpoint 80
Longitude = 59.952864, Latitude = 14.437471, Altitude = 181.455128m, Distance left = 187241.128298m, Subpoint 81
Longitude = 59.979675, Latitude = 14.118872, Altitude = 181.481242m, Distance left = 169240.616888m, Subpoint 82
Longitude = 60.005718, Latitude = 13.799763, Altitude = 181.507329m, Distance left = 151240.105330m, Subpoint 83
Longitude = 60.030989, Latitude = 13.480159, Altitude = 181.533391m, Distance left = 133239.593624m, Subpoint 84
Longitude = 60.055488, Latitude = 13.160073, Altitude = 181.559426m, Distance left = 115239.081770m, Subpoint 85
Longitude = 60.079213, Latitude = 12.839519, Altitude = 181.585435m, Distance left = 97238.569770m, Subpoint 86
Longitude = 60.102161, Latitude = 12.518511, Altitude = 181.611419m, Distance left = 79238.057622m, Subpoint 87
Longitude = 60.124330, Latitude = 12.197063, Altitude = 181.637376m, Distance left = 61237.545327m, Subpoint 88
Longitude = 60.145720, Latitude = 11.875190, Altitude = 181.663308m, Distance left = 43237.032886m, Subpoint 89
Longitude = 60.166328, Latitude = 11.552905, Altitude = 181.689213m, Distance left = 25236.520298m, Subpoint 90
Longitude = 60.186153, Latitude = 11.230223, Altitude = 181.715093m, Distance left = 7236.007563m, Subpoint 91
Longitude = 60.193901, Latitude = 11.100396, Altitude = 181.740946m, Distance left = 0.212521m, Subpoint 92

=== From Oslo to Rome ===
Oslo has coordinates 60.193901 11.100400 and altitude 207.568800m, Rome has coordinates 41.800278 12.238889 and altitude 3.962400m
Distance between waypoints: 2049069.525231m, Distance each segment: 18000.000000m, Subpoints: 113.837196
Longitude = 60.032378, Latitude = 11.115585, Altitude = 207.365194m, Distance left = 2031068.874594m, Subpoint 0
Longitude = 59.870853, Latitude = 11.130622, Altitude = 207.161791m, Distance left = 2013068.225170m, Subpoint 1
Longitude = 59.709327, Latitude = 11.145514, Altitude = 206.958591m, Distance left = 1995067.576958m, Subpoint 2
Longitude = 59.547798, Latitude = 11.160263, Altitude = 206.755595m, Distance left = 1977066.929956m, Subpoint 3
Longitude = 59.386269, Latitude = 11.174871, Altitude = 206.552802m, Distance left = 1959066.284163m, Subpoint 4
Longitude = 59.224737, Latitude = 11.189340, Altitude = 206.350212m, Distance left = 1941065.639575m, Subpoint 5
Longitude = 59.063204, Latitude = 11.203673, Altitude = 206.147824m, Distance left = 1923064.996192m, Subpoint 6
Longitude = 58.901670, Latitude = 11.217872, Altitude = 205.945638m, Distance left = 1905064.354012m, Subpoint 7
Longitude = 58.740133, Latitude = 11.231939, Altitude = 205.743655m, Distance left = 1887063.713033m, Subpoint 8
Longitude = 58.578596, Latitude = 11.245875, Altitude = 205.541874m, Distance left = 1869063.073253m, Subpoint 9
Longitude = 58.417057, Latitude = 11.259684, Altitude = 205.340294m, Distance left = 1851062.434671m, Subpoint 10
Longitude = 58.255516, Latitude = 11.273367, Altitude = 205.138917m, Distance left = 1833061.797284m, Subpoint 11
Longitude = 58.093974, Latitude = 11.286925, Altitude = 204.937740m, Distance left = 1815061.161092m, Subpoint 12
Longitude = 57.932430, Latitude = 11.300361, Altitude = 204.736765m, Distance left = 1797060.526091m, Subpoint 13
Longitude = 57.770885, Latitude = 11.313677, Altitude = 204.535990m, Distance left = 1779059.892281m, Subpoint 14
Longitude = 57.609339, Latitude = 11.326874, Altitude = 204.335417m, Distance left = 1761059.259660m, Subpoint 15
Longitude = 57.447791, Latitude = 11.339955, Altitude = 204.135044m, Distance left = 1743058.628226m, Subpoint 16
Longitude = 57.286242, Latitude = 11.352920, Altitude = 203.934871m, Distance left = 1725057.997977m, Subpoint 17
Longitude = 57.124692, Latitude = 11.365772, Altitude = 203.734899m, Distance left = 1707057.368911m, Subpoint 18
Longitude = 56.963141, Latitude = 11.378513, Altitude = 203.535126m, Distance left = 1689056.741027m, Subpoint 19
Longitude = 56.801588, Latitude = 11.391143, Altitude = 203.335553m, Distance left = 1671056.114323m, Subpoint 20
Longitude = 56.640033, Latitude = 11.403665, Altitude = 203.136180m, Distance left = 1653055.488797m, Subpoint 21
Longitude = 56.478478, Latitude = 11.416080, Altitude = 202.937006m, Distance left = 1635054.864447m, Subpoint 22
Longitude = 56.316921, Latitude = 11.428390, Altitude = 202.738032m, Distance left = 1617054.241273m, Subpoint 23
Longitude = 56.155363, Latitude = 11.440597, Altitude = 202.539256m, Distance left = 1599053.619271m, Subpoint 24
Longitude = 55.993804, Latitude = 11.452701, Altitude = 202.340679m, Distance left = 1581052.998440m, Subpoint 25
Longitude = 55.832244, Latitude = 11.464704, Altitude = 202.142301m, Distance left = 1563052.378779m, Subpoint 26
Longitude = 55.670683, Latitude = 11.476608, Altitude = 201.944121m, Distance left = 1545051.760286m, Subpoint 27
Longitude = 55.509120, Latitude = 11.488414, Altitude = 201.746139m, Distance left = 1527051.142959m, Subpoint 28
Longitude = 55.347557, Latitude = 11.500123, Altitude = 201.548356m, Distance left = 1509050.526796m, Subpoint 29
Longitude = 55.185992, Latitude = 11.511738, Altitude = 201.350770m, Distance left = 1491049.911796m, Subpoint 30
Longitude = 55.024426, Latitude = 11.523258, Altitude = 201.153381m, Distance left = 1473049.297956m, Subpoint 31
Longitude = 54.862859, Latitude = 11.534686, Altitude = 200.956190m, Distance left = 1455048.685276m, Subpoint 32
Longitude = 54.701291, Latitude = 11.546023, Altitude = 200.759197m, Distance left = 1437048.073753m, Subpoint 33
Longitude = 54.539722, Latitude = 11.557270, Altitude = 200.562400m, Distance left = 1419047.463386m, Subpoint 34
Longitude = 54.378152, Latitude = 11.568428, Altitude = 200.365800m, Distance left = 1401046.854173m, Subpoint 35
Longitude = 54.216581, Latitude = 11.579499, Altitude = 200.169396m, Distance left = 1383046.246113m, Subpoint 36
Longitude = 54.055009, Latitude = 11.590484, Altitude = 199.973189m, Distance left = 1365045.639203m, Subpoint 37
Longitude = 53.893436, Latitude = 11.601383, Altitude = 199.777179m, Distance left = 1347045.033442m, Subpoint 38
Longitude = 53.731862, Latitude = 11.612198, Altitude = 199.581364m, Distance left = 1329044.428828m, Subpoint 39
Longitude = 53.570286, Latitude = 11.622931, Altitude = 199.385745m, Distance left = 1311043.825359m, Subpoint 40
Longitude = 53.408710, Latitude = 11.633582, Altitude = 199.190322m, Distance left = 1293043.223035m, Subpoint 41
Longitude = 53.247134, Latitude = 11.644152, Altitude = 198.995094m, Distance left = 1275042.621852m, Subpoint 42
Longitude = 53.085556, Latitude = 11.654643, Altitude = 198.800061m, Distance left = 1257042.021810m, Subpoint 43
Longitude = 52.923977, Latitude = 11.665055, Altitude = 198.605223m, Distance left = 1239041.422907m, Subpoint 44
Longitude = 52.762397, Latitude = 11.675390, Altitude = 198.410580m, Distance left = 1221040.825140m, Subpoint 45
Longitude = 52.600817, Latitude = 11.685648, Altitude = 198.216132m, Distance left = 1203040.228509m, Subpoint 46
Longitude = 52.439235, Latitude = 11.695831, Altitude = 198.021879m, Distance left = 1185039.633012m, Subpoint 47
Longitude = 52.277653, Latitude = 11.705940, Altitude = 197.827819m, Distance left = 1167039.038647m, Subpoint 48
Longitude = 52.116070, Latitude = 11.715975, Altitude = 197.633954m, Distance left = 1149038.445412m, Subpoint 49
Longitude = 51.954486, Latitude = 11.725938, Altitude = 197.440282m, Distance left = 1131037.853306m, Subpoint 50
Longitude = 51.792901, Latitude = 11.735829, Altitude = 197.246804m, Distance left = 1113037.262326m, Subpoint 51
Longitude = 51.631315, Latitude = 11.745649, Altitude = 197.053520m, Distance left = 1095036.672472m, Subpoint 52
Longitude = 51.469728, Latitude = 11.755400, Altitude = 196.860429m, Distance left = 1077036.083742m, Subpoint 53
Longitude = 51.308141, Latitude = 11.765082, Altitude = 196.667531m, Distance left = 1059035.496133m, Subpoint 54
Longitude = 51.146553, Latitude = 11.774696, Altitude = 196.474825m, Distance left = 1041034.909645m, Subpoint 55
Longitude = 50.984964, Latitude = 11.784243, Altitude = 196.282313m, Distance left = 1023034.324275m, Subpoint 56
Longitude = 50.823375, Latitude = 11.793723, Altitude = 196.089993m, Distance left = 1005033.740022m, Subpoint 57
Longitude = 50.661784, Latitude = 11.803139, Altitude = 195.897866m, Distance left = 987033.156885m, Subpoint 58
Longitude = 50.500193, Latitude = 11.812489, Altitude = 195.705930m, Distance left = 969032.574861m, Subpoint 59
Longitude = 50.338601, Latitude = 11.821776, Altitude = 195.514187m, Distance left = 951031.993949m, Subpoint 60
Longitude = 50.177008, Latitude = 11.831000, Altitude = 195.322635m, Distance left = 933031.414148m, Subpoint 61
Longitude = 50.015415, Latitude = 11.840162, Altitude = 195.131275m, Distance left = 915030.835455m, Subpoint 62
Longitude = 49.853821, Latitude = 11.849263, Altitude = 194.940106m, Distance left = 897030.257869m, Subpoint 63
Longitude = 49.692226, Latitude = 11.858302, Altitude = 194.749128m, Distance left = 879029.681389m, Subpoint 64
Longitude = 49.530631, Latitude = 11.867282, Altitude = 194.558341m, Distance left = 861029.106012m, Subpoint 65
Longitude = 49.369034, Latitude = 11.876203, Altitude = 194.367745m, Distance left = 843028.531738m, Subpoint 66
Longitude = 49.207437, Latitude = 11.885065, Altitude = 194.177340m, Distance left = 825027.958564m, Subpoint 67
Longitude = 49.045840, Latitude = 11.893869, Altitude = 193.987125m, Distance left = 807027.386489m, Subpoint 68
Longitude = 48.884242, Latitude = 11.902617, Altitude = 193.797100m, Distance left = 789026.815510m, Subpoint 69
Longitude = 48.722643, Latitude = 11.911308, Altitude = 193.607266m, Distance left = 771026.245628m, Subpoint 70
Longitude = 48.561043, Latitude = 11.919943, Altitude = 193.417621m, Distance left = 753025.676839m, Subpoint 71
Longitude = 48.399443, Latitude = 11.928524, Altitude = 193.228166m, Distance left = 735025.109143m, Subpoint 72
Longitude = 48.237842, Latitude = 11.937050, Altitude = 193.038900m, Distance left = 717024.542537m, Subpoint 73
Longitude = 48.076241, Latitude = 11.945522, Altitude = 192.849823m, Distance left = 699023.977021m, Subpoint 74
Longitude = 47.914639, Latitude = 11.953941, Altitude = 192.660936m, Distance left = 681023.412591m, Subpoint 75
Longitude = 47.753036, Latitude = 11.962308, Altitude = 192.472237m, Distance left = 663022.849248m, Subpoint 76
Longitude = 47.591433, Latitude = 11.970623, Altitude = 192.283727m, Distance left = 645022.286989m, Subpoint 77
Longitude = 47.429829, Latitude = 11.978887, Altitude = 192.095406m, Distance left = 627021.725812m, Subpoint 78
Longitude = 47.268225, Latitude = 11.987100, Altitude = 191.907273m, Distance left = 609021.165716m, Subpoint 79
Longitude = 47.106620, Latitude = 11.995264, Altitude = 191.719328m, Distance left = 591020.606700m, Subpoint 80
Longitude = 46.945014, Latitude = 12.003377, Altitude = 191.531571m, Distance left = 573020.048761m, Subpoint 81
Longitude = 46.783408, Latitude = 12.011442, Altitude = 191.344002m, Distance left = 555019.491898m, Subpoint 82
Longitude = 46.621801, Latitude = 12.019459, Altitude = 191.156621m, Distance left = 537018.936110m, Subpoint 83
Longitude = 46.460194, Latitude = 12.027428, Altitude = 190.969426m, Distance left = 519018.381395m, Subpoint 84
Longitude = 46.298586, Latitude = 12.035350, Altitude = 190.782419m, Distance left = 501017.827751m, Subpoint 85
Longitude = 46.136978, Latitude = 12.043225, Altitude = 190.595599m, Distance left = 483017.275177m, Subpoint 86
Longitude = 45.975369, Latitude = 12.051054, Altitude = 190.408966m, Distance left = 465016.723671m, Subpoint 87
Longitude = 45.813759, Latitude = 12.058838, Altitude = 190.222520m, Distance left = 447016.173231m, Subpoint 88
Longitude = 45.652149, Latitude = 12.066576, Altitude = 190.036259m, Distance left = 429015.623857m, Subpoint 89
Longitude = 45.490539, Latitude = 12.074270, Altitude = 189.850186m, Distance left = 411015.075545m, Subpoint 90
Longitude = 45.328928, Latitude = 12.081920, Altitude = 189.664298m, Distance left = 393014.528296m, Subpoint 91
Longitude = 45.167316, Latitude = 12.089527, Altitude = 189.478596m, Distance left = 375013.982106m, Subpoint 92
Longitude = 45.005704, Latitude = 12.097090, Altitude = 189.293080m, Distance left = 357013.436976m, Subpoint 93
Longitude = 44.844092, Latitude = 12.104611, Altitude = 189.107749m, Distance left = 339012.892902m, Subpoint 94
Longitude = 44.682479, Latitude = 12.112090, Altitude = 188.922604m, Distance left = 321012.349883m, Subpoint 95
Longitude = 44.520865, Latitude = 12.119527, Altitude = 188.737643m, Distance left = 303011.807919m, Subpoint 96
Longitude = 44.359251, Latitude = 12.126923, Altitude = 188.552868m, Distance left = 285011.267006m, Subpoint 97
Longitude = 44.197637, Latitude = 12.134278, Altitude = 188.368278m, Distance left = 267010.727145m, Subpoint 98
Longitude = 44.036022, Latitude = 12.141593, Altitude = 188.183872m, Distance left = 249010.188332m, Subpoint 99
Longitude = 43.874406, Latitude = 12.148869, Altitude = 187.999650m, Distance left = 231009.650567m, Subpoint 100
Longitude = 43.712791, Latitude = 12.156105, Altitude = 187.815613m, Distance left = 213009.113848m, Subpoint 101
Longitude = 43.551174, Latitude = 12.163302, Altitude = 187.631760m, Distance left = 195008.578173m, Subpoint 102
Longitude = 43.389558, Latitude = 12.170460, Altitude = 187.448091m, Distance left = 177008.043541m, Subpoint 103
Longitude = 43.227940, Latitude = 12.177581, Altitude = 187.264605m, Distance left = 159007.509951m, Subpoint 104
Longitude = 43.066323, Latitude = 12.184663, Altitude = 187.081303m, Distance left = 141006.977400m, Subpoint 105
Longitude = 42.904705, Latitude = 12.191709, Altitude = 186.898184m, Distance left = 123006.445887m, Subpoint 106
Longitude = 42.743086, Latitude = 12.198718, Altitude = 186.715248m, Distance left = 105005.915411m, Subpoint 107
Longitude = 42.581467, Latitude = 12.205690, Altitude = 186.532495m, Distance left = 87005.385970m, Subpoint 108
Longitude = 42.419848, Latitude = 12.212626, Altitude = 186.349925m, Distance left = 69004.857563m, Subpoint 109
Longitude = 42.258228, Latitude = 12.219527, Altitude = 186.167537m, Distance left = 51004.330187m, Subpoint 110
Longitude = 42.096608, Latitude = 12.226392, Altitude = 185.985332m, Distance left = 33003.803842m, Subpoint 111
Longitude = 41.934987, Latitude = 12.233222, Altitude = 185.803309m, Distance left = 15003.278526m, Subpoint 112
Longitude = 41.800274, Latitude = 12.238889, Altitude = 185.621468m, Distance left = 0.425042m, Subpoint 113

=== From Rome to Madrid ===
Rome has coordinates 41.800278 12.238889 and altitude 3.962400m, Madrid has coordinates 40.471926 -3.562640 and altitude 608.990400m
Distance between waypoints: 1331092.129631m, Distance each segment: 18000.000000m, Subpoints: 73.949563
Longitude = 41.796936, Latitude = 12.022031, Altitude = 4.567428m, Distance left = 1313092.243010m, Subpoint 0
Longitude = 41.793186, Latitude = 11.805197, Altitude = 5.171851m, Distance left = 1295092.352852m, Subpoint 1
Longitude = 41.789028, Latitude = 11.588391, Altitude = 5.775670m, Distance left = 1277092.459161m, Subpoint 2
Longitude = 41.784463, Latitude = 11.371613, Altitude = 6.378884m, Distance left = 1259092.561942m, Subpoint 3
Longitude = 41.779491, Latitude = 11.154868, Altitude = 6.981496m, Distance left = 1241092.661201m, Subpoint 4
Longitude = 41.774111, Latitude = 10.938158, Altitude = 7.583505m, Distance left = 1223092.756944m, Subpoint 5
Longitude = 41.768324, Latitude = 10.721485, Altitude = 8.184912m, Distance left = 1205092.849175m, Subpoint 6
Longitude = 41.762130, Latitude = 10.504853, Altitude = 8.785717m, Distance left = 1187092.937899m, Subpoint 7
Longitude = 41.755529, Latitude = 10.288264, Altitude = 9.385922m, Distance left = 1169093.023121m, Subpoint 8
Longitude = 41.748521, Latitude = 10.071721, Altitude = 9.985526m, Distance left = 1151093.104848m, Subpoint 9
Longitude = 41.741107, Latitude = 9.855227, Altitude = 10.584531m, Distance left = 1133093.183084m, Subpoint 10
Longitude = 41.733287, Latitude = 9.638784, Altitude = 11.182937m, Distance left = 1115093.257834m, Subpoint 11
Longitude = 41.725060, Latitude = 9.422395, Altitude = 11.780744m, Distance left = 1097093.329103m, Subpoint 12
Longitude = 41.716428, Latitude = 9.206063, Altitude = 12.377954m, Distance left = 1079093.396897m, Subpoint 13
Longitude = 41.707390, Latitude = 8.989791, Altitude = 12.974567m, Distance left = 1061093.461221m, Subpoint 14
Longitude = 41.697947, Latitude = 8.773580, Altitude = 13.570582m, Distance left = 1043093.522080m, Subpoint 15
Longitude = 41.688099, Latitude = 8.557434, Altitude = 14.166002m, Distance left = 1025093.579479m, Subpoint 16
Longitude = 41.677845, Latitude = 8.341356, Altitude = 14.760827m, Distance left = 1007093.633423m, Subpoint 17
Longitude = 41.667188, Latitude = 8.125348, Altitude = 15.355056m, Distance left = 989093.683917m, Subpoint 18
Longitude = 41.656126, Latitude = 7.909413, Altitude = 15.948691m, Distance left = 971093.730967m, Subpoint 19
Longitude = 41.644660, Latitude = 7.693554, Altitude = 16.541733m, Distance left = 953093.774577m, Subpoint 20
Longitude = 41.632790, Latitude = 7.477772, Altitude = 17.134182m, Distance left = 935093.814753m, Subpoint 21
Longitude = 41.620517, Latitude = 7.262072, Altitude = 17.726038m, Distance left = 917093.851500m, Subpoint 22
Longitude = 41.607841, Latitude = 7.046455, Altitude = 18.317302m, Distance left = 899093.884822m, Subpoint 23
Longitude = 41.594762, Latitude = 6.830924, Altitude = 18.907976m, Distance left = 881093.914726m, Subpoint 24
Longitude = 41.581280, Latitude = 6.615481, Altitude = 19.498058m, Distance left = 863093.941216m, Subpoint 25
Longitude = 41.567397, Latitude = 6.400130, Altitude = 20.087550m, Distance left = 845093.964297m, Subpoint 26
Longitude = 41.553112, Latitude = 6.184873, Altitude = 20.676453m, Distance left = 827093.983974m, Subpoint 27
Longitude = 41.538426, Latitude = 5.969712, Altitude = 21.264767m, Distance left = 809094.000252m, Subpoint 28
Longitude = 41.523339, Latitude = 5.754650, Altitude = 21.852493m, Distance left = 791094.013137m, Subpoint 29
Longitude = 41.507852, Latitude = 5.539690, Altitude = 22.439631m, Distance left = 773094.022633m, Subpoint 30
Longitude = 41.491964, Latitude = 5.324834, Altitude = 23.026181m, Distance left = 755094.028745m, Subpoint 31
Longitude = 41.475677, Latitude = 5.110085, Altitude = 23.612146m, Distance left = 737094.031480m, Subpoint 32
Longitude = 41.458991, Latitude = 4.895445, Altitude = 24.197524m, Distance left = 719094.030840m, Subpoint 33
Longitude = 41.441906, Latitude = 4.680916, Altitude = 24.782317m, Distance left = 701094.026832m, Subpoint 34
Longitude = 41.424422, Latitude = 4.466502, Altitude = 25.366525m, Distance left = 683094.019461m, Subpoint 35
Longitude = 41.406541, Latitude = 4.252205, Altitude = 25.950149m, Distance left = 665094.008731m, Subpoint 36
Longitude = 41.388262, Latitude = 4.038027, Altitude = 26.533189m, Distance left = 647093.994648m, Subpoint 37
Longitude = 41.369587, Latitude = 3.823970, Altitude = 27.115646m, Distance left = 629093.977216m, Subpoint 38
Longitude = 41.350515, Latitude = 3.610038, Altitude = 27.697521m, Distance left = 611093.956441m, Subpoint 39
Longitude = 41.331047, Latitude = 3.396232, Altitude = 28.278814m, Distance left = 593093.932328m, Subpoint 40
Longitude = 41.311184, Latitude = 3.182556, Altitude = 28.859525m, Distance left = 575093.904881m, Subpoint 41
Longitude = 41.290925, Latitude = 2.969010, Altitude = 29.439656m, Distance left = 557093.874106m, Subpoint 42
Longitude = 41.270273, Latitude = 2.755599, Altitude = 30.019207m, Distance left = 539093.840007m, Subpoint 43
Longitude = 41.249226, Latitude = 2.542324, Altitude = 30.598178m, Distance left = 521093.802589m, Subpoint 44
Longitude = 41.227787, Latitude = 2.329188, Altitude = 31.176570m, Distance left = 503093.761858m, Subpoint 45
Longitude = 41.205954, Latitude = 2.116192, Altitude = 31.754384m, Distance left = 485093.717818m, Subpoint 46
